objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação,mês_transação
890850,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,11,TERRITORIAL,95.454545,338,74342.401818,75530.401818,COMPRA E VENDA,2019,6
890851,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,227,TERRITORIAL,99.911894,356.224669,21240.990352,21292.766916,COMPRA E VENDA,2019,9
890852,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,13,TERRITORIAL,100,1050.538461,109734.652307,109734.652307,COMPRA E VENDA,2019,12
890853,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,915,23665.5,56002.86,15840639175,COMPRA E VENDA,2019,11
890854,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,1,TERRITORIAL,100,3400,989999.99,989999.99,COMPRA E VENDA,2019,7
890855,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,1,TERRITORIAL,100,380,285999.99,285999.99,COMPRA E VENDA,2019,10
890856,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,274,63755.99,63755.99,COMPRA E VENDA,2019,2
890857,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,796,133055.99,133055.99,COMPRA E VENDA,2019,5
890858,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,301.333333,83987.203333,83987.203333,COMPRA E VENDA,2019,8
890859,150,Sepetiba                  ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,467,75678.19,75678.19,COMPRA E VENDA,2019,1
890860,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,481,253217235,253217235,COMPRA E VENDA,2019,10
890861,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,7,TERRITORIAL,92.857142,604.285714,428808.071428,451754.857142,COMPRA E VENDA,2019,9
890862,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,703,486969.986666,486969.986666,COMPRA E VENDA,2019,12
890863,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,52025,2632.5,88942055,417372035,COMPRA E VENDA,2019,4
890864,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,50.02,2665,82918.79,429342665,COMPRA E VENDA,2019,7
890865,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,16.9475,355522,2958677.7125,17457857.7725,COMPRA E VENDA,2019,10
890866,23,Leme                      ,2,2.1,Zona Sul,5,COPACABANA              ,1,TERRITORIAL,100,72,30011.99,30011.99,COMPRA E VENDA,2019,5
890867,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1473,1767600.01,1767600.01,COMPRA E VENDA,2019,3
890868,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1896,1380000.02,1380000.02,COMPRA E VENDA,2019,9
890869,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,66.996666,19206,252004.033333,475499.606666,COMPRA E VENDA,2014,12
890870,67,Água Santa                ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,95,30883.86,30883.86,COMPRA E VENDA,2014,5
890871,67,Água Santa                ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,297,77261.94,77261.94,COMPRA E VENDA,2014,8
890872,67,Água Santa                ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,297,77261.94,77261.94,COMPRA E VENDA,2014,11
890873,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,0.09,24158,11414.07,12682300,COMPRA E VENDA,2014,3
890874,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,6,TERRITORIAL,86.111666,768.166666,453161.653333,593829.116666,COMPRA E VENDA,2014,9
890875,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,368,150000.01,150000.01,COMPRA E VENDA,2014,3
890876,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,2,TERRITORIAL,100,1029.5,2994823.45,2994823.45,COMPRA E VENDA,2014,10
890877,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,12,TERRITORIAL,66.651666,380.833333,194914.8675,289538.8775,COMPRA E VENDA,2014,4
890878,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,7,TERRITORIAL,85.714285,8818.428571,1271569.475714,1316633.044285,COMPRA E VENDA,2014,7
890879,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,50,361,139435.83,278871.66,COMPRA E VENDA,2014,10
890880,37,Andaraí                   ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,6804,6609640.2,6609640.2,COMPRA E VENDA,2014,9
890881,18,Catete                    ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,164,432994,432994,COMPRA E VENDA,2014,2
890882,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,36,TERRITORIAL,80.312222,3847.138888,51367.8425,382150.814166,COMPRA E VENDA,2014,2
890883,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,25,TERRITORIAL,96,401.56,65204.9532,75852.4292,COMPRA E VENDA,2014,5
890884,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,17,TERRITORIAL,79.378235,10322.941176,96760.035882,452699.052352,COMPRA E VENDA,2014,12
890885,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,815,30490.25,14034.2425,1575728.3425,COMPRA E VENDA,2014,1
890886,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,735,36122,9607.04,1119088.48,COMPRA E VENDA,2014,4
890887,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,5,TERRITORIAL,22.03,10989,117577234,573658818,COMPRA E VENDA,2014,11
890888,19,Cosme Velho               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,700,320000,320000,COMPRA E VENDA,2014,12
890889,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,85.186666,330,146372.933333,179914.796666,COMPRA E VENDA,2014,8
890890,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,62.5,748.5,326148165,443842.59,COMPRA E VENDA,2014,11
890891,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,100,529,5017499995,5017499995,COMPRA E VENDA,2014,10
890892,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,455,234330.83,234330.83,COMPRA E VENDA,2014,3
890893,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,543,98152.98,98152.98,COMPRA E VENDA,2014,6
890894,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,4,TERRITORIAL,87.5,530.25,152349.5375,213601.58,COMPRA E VENDA,2014,9
890895,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,4,TERRITORIAL,50645,5992.25,427739.5675,878195.546666,COMPRA E VENDA,2014,2
890896,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,1539.5,1868349625,1868349625,COMPRA E VENDA,2014,5
890897,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,9,TERRITORIAL,92.222222,922.444444,961314.844444,1049258.332222,COMPRA E VENDA,2014,8
890898,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,5,TERRITORIAL,100,505,621268.35,621268.35,COMPRA E VENDA,2014,11
890899,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,0.03,11847,1308.4,4361333.33,COMPRA E VENDA,2014,3
890900,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,5,TERRITORIAL,31274,4743.2,98769646,3342882384,COMPRA E VENDA,2014,6
890901,27,Lagoa                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,385,750000.01,750000.01,COMPRA E VENDA,2014,3
890902,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,2406,1112326185,1112326185,COMPRA E VENDA,2014,9
890903,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,833,1158694615,1158694615,COMPRA E VENDA,2014,12
890904,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,31.33,537,2506663.99,8000842.61,COMPRA E VENDA,2014,1
890905,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,100,5731,3925000,3925000,COMPRA E VENDA,2014,8
890906,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,16,TERRITORIAL,96875,765.3125,1240470.226875,1281813.97625,COMPRA E VENDA,2014,7
890907,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,8,TERRITORIAL,93.75,749,1842437.49875,1888687.4975,COMPRA E VENDA,2014,10
890908,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,588,314999.99,314999.99,COMPRA E VENDA,2014,10
890909,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,100,4495,748611.46,748611.46,COMPRA E VENDA,2014,2
890910,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,4,TERRITORIAL,100,308,143190.95,143190.95,COMPRA E VENDA,2014,5
890911,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,6,TERRITORIAL,100,341.833333,152020.52,152020.52,COMPRA E VENDA,2014,8
890912,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,2,TERRITORIAL,100,334,177763755,177763755,COMPRA E VENDA,2014,11
890913,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,19,TERRITORIAL,58.825789,4409.68421,3377258.556315,5074002.799473,COMPRA E VENDA,2014,1
890914,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,12,TERRITORIAL,61.038333,3148.166666,2193571.374166,3546662.843333,COMPRA E VENDA,2014,4
890915,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,20,TERRITORIAL,60252,6400.8,1639501.9085,4723679.9875,COMPRA E VENDA,2014,7
890916,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,17,TERRITORIAL,59.109411,2451.764705,830134.423529,1665349.125294,COMPRA E VENDA,2014,10
890917,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,10,100,3203.22,32032.2,COMPRA E VENDA,2018,7
890918,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,125,33092.62,33092.62,COMPRA E VENDA,2018,6
890919,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,287,113685.61,113685.61,COMPRA E VENDA,2018,12
890920,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,25,428,102942,411768,COMPRA E VENDA,2018,4
890921,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,427,490690.19,490690.19,COMPRA E VENDA,2018,10
890922,47,Parada de Lucas           ,3,3.5,Penha,31,VIGARIO GERAL           ,3,TERRITORIAL,100,498,186028.146666,186028.146666,COMPRA E VENDA,2018,9
890923,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,1,TERRITORIAL,38,330,59735.46,157198.58,COMPRA E VENDA,2018,4
890924,110,Coelho Neto               ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,891,259740,259740,COMPRA E VENDA,2018,1
890925,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,176,50400,50400,COMPRA E VENDA,2018,9
890926,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,226,92505.6,92505.6,COMPRA E VENDA,2018,11
890927,72,Vila Kosmos               ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,318,131975.99,131975.99,COMPRA E VENDA,2018,10
890928,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,250,42763.81,42763.81,COMPRA E VENDA,2018,4
890929,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,50,237,261033.31,522066.62,COMPRA E VENDA,2018,7
890930,156,Complexo do Alemão        ,3,3.4,Inhaúma,29,COMPLEXO DO ALEMÃO      ,1,TERRITORIAL,100,297,34395.58,34395.58,COMPRA E VENDA,2018,12
890931,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,225,93772.81,93772.81,COMPRA E VENDA,2018,3
890932,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,153,27791.29,27791.29,COMPRA E VENDA,2018,4
890933,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,133,23086.79,23086.79,COMPRA E VENDA,2018,7
890934,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,155,12555.64,12555.64,COMPRA E VENDA,2018,10
890935,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,270,41672.39,41672.39,COMPRA E VENDA,2018,1
890936,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,10,TERRITORIAL,86.5,17780.6,260789762,403118099,COMPRA E VENDA,2018,4
890937,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,337,47128.62,47128.62,COMPRA E VENDA,2018,10
890938,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,225,56370.59,56370.59,COMPRA E VENDA,2018,6
890939,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,75,192.5,53818065,70956625,COMPRA E VENDA,2018,9
890940,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,100,253,37721.15,37721.15,COMPRA E VENDA,2018,2
890941,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,100,676.166666,1476674.833333,1476674.833333,COMPRA E VENDA,2019,1
890942,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,8,TERRITORIAL,100,753375,1814177755,1814177755,COMPRA E VENDA,2019,4
890943,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,84.298333,760.666666,1532431.348333,2473717.818333,COMPRA E VENDA,2019,7
890944,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,23,TERRITORIAL,100,345.130434,26062.683043,26062.683043,COMPRA E VENDA,2019,9
890945,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,81.364285,2027.714285,1181641.431428,3238573.664285,COMPRA E VENDA,2019,1
890946,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,50.831666,2523.166666,1677412.92,3436948.746666,COMPRA E VENDA,2019,8
890947,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,9,TERRITORIAL,82.435555,1258.333333,1111403.61,1699855.227777,COMPRA E VENDA,2019,11
890948,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,13,TERRITORIAL,91.538461,353.384615,80547.952307,100419.232307,COMPRA E VENDA,2019,4
890949,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,23,TERRITORIAL,100,291.913043,75858.69913,75858.69913,COMPRA E VENDA,2019,7
890950,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,15,TERRITORIAL,96.666666,1398.8,211706.55,218936.628666,COMPRA E VENDA,2019,10
890951,141,Bangu,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,75,315,94294205,130468805,COMPRA E VENDA,2019,3
890952,141,Bangu,5,5.1,Bangu,17,BANGU                   ,7,TERRITORIAL,100,1613.571428,381443.037142,381443.037142,COMPRA E VENDA,2019,6
890953,141,Bangu,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,153,98252,98252,COMPRA E VENDA,2019,12
890954,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,600,71500.79,71500.79,COMPRA E VENDA,2020,10
890955,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,121,51240,51240,COMPRA E VENDA,2020,2
890956,47,Parada de Lucas           ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,0.87,7957,3186.49,366263.22,COMPRA E VENDA,2020,12
890957,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,305,49676.55,49676.55,COMPRA E VENDA,2020,8
890958,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,380,119026.6,119026.6,COMPRA E VENDA,2020,6
890959,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,1,TERRITORIAL,100,450,118910.34,118910.34,COMPRA E VENDA,2020,4
890960,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,2,TERRITORIAL,16.67,194.5,29348675,176056.84,COMPRA E VENDA,2020,3
890961,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,2,TERRITORIAL,100,336,65662.36,65662.36,COMPRA E VENDA,2020,8
890962,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,240,48289.8,48289.8,COMPRA E VENDA,2020,11
890963,42,Olaria                    ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,217,61354.77,61354.77,COMPRA E VENDA,2020,5
890964,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,250,42763.81,42763.81,COMPRA E VENDA,2020,7
890965,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,495,60495.18,60495.18,COMPRA E VENDA,2018,5
890966,53,Del Castilho              ,3,3.4,Inhaúma,12,INHAUMA                 ,3,TERRITORIAL,100,880,138996,138996,COMPRA E VENDA,2018,8
890967,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,251,174317.01,174317.01,COMPRA E VENDA,2018,8
890968,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,640,74655.01,74655.01,COMPRA E VENDA,2018,8
890969,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,8028,316691115,316691115,COMPRA E VENDA,2018,1
890970,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,4,TERRITORIAL,100,306,40451395,40451395,COMPRA E VENDA,2018,4
890971,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,261,38800.09,38800.09,COMPRA E VENDA,2018,11
890972,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,500,49896,49896,COMPRA E VENDA,2018,6
890973,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,255,55826.33,55826.33,COMPRA E VENDA,2018,12
890974,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,51975,26466,76701195,461295,COMPRA E VENDA,2018,3
890975,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,440,210870.01,210870.01,COMPRA E VENDA,2018,6
890976,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,47965,823,139219975,293481.69,COMPRA E VENDA,2018,9
890977,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,65,936.5,268405505,330660.03,COMPRA E VENDA,2018,12
890978,62,Lins de Vasconcelos       ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,91,96200.01,96200.01,COMPRA E VENDA,2018,1
890979,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,360,238094.99,238094.99,COMPRA E VENDA,2018,3
890980,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,35.486666,1822.333333,284616.136666,1060457.976666,COMPRA E VENDA,2018,6
890981,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,1,TERRITORIAL,100,321,315569.99,315569.99,COMPRA E VENDA,2018,12
890982,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,2,TERRITORIAL,100,394.5,1205599095,1205599095,COMPRA E VENDA,2018,10
890983,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,82,255000,255000,COMPRA E VENDA,2018,8
890984,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,23,TERRITORIAL,100,317.130434,31838.397391,31838.397391,COMPRA E VENDA,2018,2
890985,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,10,TERRITORIAL,100,1284.1,137776324,137776324,COMPRA E VENDA,2018,5
890986,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,21,TERRITORIAL,90.495238,4861.333333,61339.073809,220834713,COMPRA E VENDA,2018,12
890987,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,3,TERRITORIAL,2.476666,18255,283535.053333,7701792.006666,COMPRA E VENDA,2018,1
