objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação
377658,87,Honório Gurgel            ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,240,50764.99,50764.99,COMPRA E VENDA,2018
377659,157,Maré                      ,3,3.1,Ramos,30,COMPLEXO DA MARE        ,1,TERRITORIAL,100,168,14036,14036,COMPRA E VENDA,2018
377660,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,6,TERRITORIAL,100,323.666666,118417205,118417205,COMPRA E VENDA,2018
377661,40,Bonsucesso                ,3,3.1,Ramos,10,RAMOS                   ,4,TERRITORIAL,87.5,571.25,263562.5975,271342.5375,COMPRA E VENDA,2018
377662,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,7,TERRITORIAL,83.334285,222.142857,60367.792857,73204.601428,COMPRA E VENDA,2018
377663,12,Benfica                   ,1,1.1,Centro,7,SAO CRISTOVAO           ,1,TERRITORIAL,100,434,180000,180000,COMPRA E VENDA,2018
377664,68,Encantado                 ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,640,33799.99,33799.99,COMPRA E VENDA,2018
377665,2,Gamboa                    ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,585,378179.98,378179.98,COMPRA E VENDA,2018
377666,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,12,TERRITORIAL,61.371666,1653.083333,209120155,528860115,COMPRA E VENDA,2018
377667,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,493,1000000.01,1000000.01,COMPRA E VENDA,2018
377668,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,1,TERRITORIAL,100,360,61440,61440,COMPRA E VENDA,2018
377669,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,8,TERRITORIAL,89.58375,559,3152814.3575,4596941.31375,COMPRA E VENDA,2018
377670,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,11,TERRITORIAL,100,502.545454,500272.71909,500272.71909,COMPRA E VENDA,2018
377671,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,4,TERRITORIAL,51,405,276875005,5176875005,COMPRA E VENDA,2018
377672,21,Humaitá                   ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,374,2600000.02,2600000.02,COMPRA E VENDA,2018
377673,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,19,TERRITORIAL,46.111578,14345.842105,639241.806842,1309987.618947,COMPRA E VENDA,2018
377674,27,Lagoa                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,480,1275000.01,1275000.01,COMPRA E VENDA,2018
377675,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,66,TERRITORIAL,99.242424,1092.272727,3108639.005606,3119732.982878,COMPRA E VENDA,2018
377676,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,208,TERRITORIAL,96.068125,15515.865384,110148.94625,148196.456586,COMPRA E VENDA,2018
377677,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,1049,341490.81,341490.81,COMPRA E VENDA,2019
377678,106,Guadalupe                 ,3,3.6,Pavuna,22,ANCHIETA                ,3,TERRITORIAL,75,267.666666,32757.506666,58394.366666,COMPRA E VENDA,2016
377679,75,Vista Alegre              ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,225,96356.7,96356.7,COMPRA E VENDA,2016
377680,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,62.5,346.5,41869215,74843135,COMPRA E VENDA,2016
377681,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,3,TERRITORIAL,66.666666,347.666666,75767.196666,120656.643333,COMPRA E VENDA,2016
377682,90,Marechal Hermes           ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,65.136666,647.666666,51370.163333,177918.886666,COMPRA E VENDA,2016
377683,55,Engenho da Rainha         ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,50,375,81177.21,162354.42,COMPRA E VENDA,2016
377684,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,2,TERRITORIAL,100,1098,1107791105,1107791105,COMPRA E VENDA,2016
377685,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,7,TERRITORIAL,71.428571,1247.285714,215129.262857,348398.028571,COMPRA E VENDA,2016
377686,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,225,73690.81,73690.81,COMPRA E VENDA,2016
377687,82,Cascadura                 ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,380,120209.2,120209.2,COMPRA E VENDA,2016
377688,70,Abolição                  ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,929.5,235242.29,235242.29,COMPRA E VENDA,2016
377689,66,Engenho de Dentro         ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,608,293350.21,293350.21,COMPRA E VENDA,2016
377690,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,10,TERRITORIAL,90,420.3,82798228,85738.2,COMPRA E VENDA,2016
377691,68,Encantado                 ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,135,54935.28,54935.28,COMPRA E VENDA,2016
377692,61,Engenho Novo              ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,411.5,123510.3,123510.3,COMPRA E VENDA,2016
377693,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,33,TERRITORIAL,57.37303,5994.060606,206777.937575,861760.030303,COMPRA E VENDA,2016
377694,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,10,TERRITORIAL,82853,3299,429238.08,753883267,COMPRA E VENDA,2016
377695,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,2,TERRITORIAL,100,601.5,2599999.99,2599999.99,COMPRA E VENDA,2016
377696,37,Andaraí                   ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,465,220000,220000,COMPRA E VENDA,2016
377697,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,6,TERRITORIAL,66.666666,460,348166.668333,534000.001666,COMPRA E VENDA,2016
377698,22,Urca                      ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,490,1199999.99,1199999.99,COMPRA E VENDA,2016
377699,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,14,TERRITORIAL,35.931428,4905.071428,96279.177142,1053682.473571,COMPRA E VENDA,2016
377700,21,Humaitá                   ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,374,2600000,2600000,COMPRA E VENDA,2016
377701,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,34,TERRITORIAL,37.982647,5913.764705,561205.625588,2177846.085588,COMPRA E VENDA,2016
377702,133,Grumari                   ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,823,115207.17,115207.17,COMPRA E VENDA,2016
377703,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,11,TERRITORIAL,90.90909,347.727272,99217.190909,107759.992727,COMPRA E VENDA,2020
377704,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,100,360,6195000,6195000,COMPRA E VENDA,2020
377705,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,1275,1099999.98,1099999.98,COMPRA E VENDA,2020
377706,25,Ipanema                   ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,100,2300000,2300000,COMPRA E VENDA,2020
377707,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,3,TERRITORIAL,33.4,158493.666666,383705.183333,1537620.083333,COMPRA E VENDA,2020
377708,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,100,249,120250.666666,120250.666666,COMPRA E VENDA,2021
377709,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,11903,1495922.33,1495922.33,COMPRA E VENDA,2021
377710,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,212,43680.01,43680.01,COMPRA E VENDA,2021
377711,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,3,TERRITORIAL,100,319.333333,49271.293333,49271.293333,COMPRA E VENDA,2021
377712,109,Ricardo de Albuquerque    ,3,3.6,Pavuna,22,ANCHIETA                ,4,TERRITORIAL,100,434.75,78208285,78208285,COMPRA E VENDA,2021
377713,42,Olaria                    ,3,3.1,Ramos,10,RAMOS                   ,2,TERRITORIAL,100,168.5,69050615,69050615,COMPRA E VENDA,2021
377714,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,29.72,729,40656.97,136800.03,COMPRA E VENDA,2021
377715,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,360,113513.39,113513.39,COMPRA E VENDA,2021
377716,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,2,TERRITORIAL,100,657,208510.84,208510.84,COMPRA E VENDA,2021
377717,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,5,TERRITORIAL,100,369.6,81881178,81881178,COMPRA E VENDA,2021
377718,71,Pilares                   ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,112,62899.22,62899.22,COMPRA E VENDA,2021
377719,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,7,TERRITORIAL,97.618571,505.571428,190569.774285,197735.492857,COMPRA E VENDA,2021
377720,145,Senador Vasconcelos       ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,3,TERRITORIAL,100,159.666666,29604.396666,29604.396666,COMPRA E VENDA,2021
377721,66,Engenho de Dentro         ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,320,91867.69,91867.69,COMPRA E VENDA,2021
377722,3,Santo Cristo              ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,7175,4967424.09,4967424.09,COMPRA E VENDA,2021
377723,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,2,TERRITORIAL,100,393.5,407500.01,407500.01,COMPRA E VENDA,2021
377724,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,258,TERRITORIAL,97.023333,1393.930232,73565.436317,97530.186976,COMPRA E VENDA,2021
377725,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,17,TERRITORIAL,95.294117,4077.235294,984876.214117,1035756.122352,COMPRA E VENDA,2021
377726,26,Leblon                    ,2,2.1,Zona Sul,6,LAGOA                   ,3,TERRITORIAL,86.666666,1088,21746666.656666,30022222.21,COMPRA E VENDA,2021
377727,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,100,966.714285,1155789.282857,1155789.282857,COMPRA E VENDA,2021
377728,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,68,405.5,83980.97,123172.02,COMPRA E VENDA,2019
377729,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,250,80483.01,80483.01,COMPRA E VENDA,2019
377730,95,Praia da Bandeira         ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,4,TERRITORIAL,43.75,625,135537.5,297542,COMPRA E VENDA,2019
377731,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,1,TERRITORIAL,100,230,75670.21,75670.21,COMPRA E VENDA,2019
377732,110,Coelho Neto               ,3,3.6,Pavuna,25,PAVUNA                  ,2,TERRITORIAL,100,328,71603.99,71603.99,COMPRA E VENDA,2019
377733,77,Colégio                   ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,96,20930.01,20930.01,COMPRA E VENDA,2019
377734,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,20,TERRITORIAL,97.5,812.55,108056.8425,121108507,COMPRA E VENDA,2019
377735,85,Turiaçú                   ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,20,420,25792.01,128960.05,COMPRA E VENDA,2019
377736,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,31,TERRITORIAL,100,5853.193548,282516.576774,282516.576774,COMPRA E VENDA,2019
377737,80,Cavalcanti                ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,210,48047.99,48047.99,COMPRA E VENDA,2019
377738,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,42,TERRITORIAL,100,251.571428,39132.315952,39132.315952,COMPRA E VENDA,2019
377739,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,2,TERRITORIAL,100,1313.5,21200939995,21200939995,COMPRA E VENDA,2019
377740,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,15,TERRITORIAL,8.603333,12767.466666,68547014,3618983.733333,COMPRA E VENDA,2019
377741,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,20,TERRITORIAL,100,365.6,101430.7795,101430.7795,COMPRA E VENDA,2019
377742,129,Camorim                   ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,14,TERRITORIAL,93.464285,1673.214285,208757.77,616545.089285,COMPRA E VENDA,2019
377743,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,360,8530000,8530000,COMPRA E VENDA,2019
377744,23,Leme                      ,2,2.1,Zona Sul,5,COPACABANA              ,1,TERRITORIAL,100,72,30011.99,30011.99,COMPRA E VENDA,2019
377745,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,14.29,465,759999.99,5318404.41,COMPRA E VENDA,2019
377746,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,85,TERRITORIAL,70.74847,2722.023529,1475958.461176,2997419.196823,COMPRA E VENDA,2019
377747,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,9,TERRITORIAL,5.084444,106383.333333,74413.536666,1388399.538888,COMPRA E VENDA,2019
377748,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,602.5,404237755,404237755,COMPRA E VENDA,2020
377749,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,4,TERRITORIAL,100,319.5,47390.95,47390.95,COMPRA E VENDA,2020
377750,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,368,82836,82836,COMPRA E VENDA,2020
377751,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,11,TERRITORIAL,95.454545,284.545454,53438.685454,56891.78,COMPRA E VENDA,2020
377752,141,Bangu,5,5.1,Bangu,17,BANGU                   ,18,TERRITORIAL,100,1894.944444,261286.535555,261286.535555,COMPRA E VENDA,2021
377753,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,386,262858.05,262858.05,COMPRA E VENDA,2022
377754,103,Portuguesa                ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,8.33,1561,90284.88,1083852.1,COMPRA E VENDA,2022
377755,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,4,TERRITORIAL,83.3325,449.75,64984655,75722865,COMPRA E VENDA,2022
377756,44,Penha Circular            ,3,3.5,Penha,11,PENHA                   ,1,TERRITORIAL,100,359,172960.45,172960.45,COMPRA E VENDA,2022
377757,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,100,6455,797782925,797782925,COMPRA E VENDA,2022
377758,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,360,96496395,96496395,COMPRA E VENDA,2022
377759,157,Maré                      ,3,3.1,Ramos,30,COMPLEXO DA MARE        ,1,TERRITORIAL,100,132364,615531.85,615531.85,COMPRA E VENDA,2022
377760,55,Engenho da Rainha         ,3,3.4,Inhaúma,12,INHAUMA                 ,2,TERRITORIAL,100,375,178227.01,178227.01,COMPRA E VENDA,2022
377761,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,4,TERRITORIAL,100,186,78045.67,78045.67,COMPRA E VENDA,2022
377762,40,Bonsucesso                ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,478,402381.51,402381.51,COMPRA E VENDA,2022
377763,136,Campo dos Afonsos         ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,7346,2367225,2367225,COMPRA E VENDA,2022
377764,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,365,132495.98,132495.98,COMPRA E VENDA,2022
377765,79,Quintino Bocaiúva         ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,83.33,486.333333,130325.003333,156396.26,COMPRA E VENDA,2022
377766,12,Benfica                   ,1,1.1,Centro,7,SAO CRISTOVAO           ,2,TERRITORIAL,100,325.5,153216005,153216005,COMPRA E VENDA,2022
377767,68,Encantado                 ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,715,179786.86,179786.86,COMPRA E VENDA,2022
377768,60,Sampaio                   ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,504.5,392700005,392700005,COMPRA E VENDA,2022
377769,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,14,TERRITORIAL,100,1187.285714,502701.7,502701.7,COMPRA E VENDA,2022
377770,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,2,TERRITORIAL,100,202.5,67248,67248,COMPRA E VENDA,2022
377771,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,7,TERRITORIAL,97.142857,640.142857,1375123.57,1482694.998571,COMPRA E VENDA,2022
377772,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,4,TERRITORIAL,100,477.25,543500,543500,COMPRA E VENDA,2022
377773,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,319,260000,260000,COMPRA E VENDA,2022
377774,21,Humaitá                   ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,758,1300000.01,1300000.01,COMPRA E VENDA,2022
377775,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,49,TERRITORIAL,85.916326,4293.061224,297420.146326,468150.297959,COMPRA E VENDA,2022
377776,27,Lagoa                     ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,100,373,1000000.01,1000000.01,COMPRA E VENDA,2022
377777,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,62,TERRITORIAL,94.854516,2276.887096,2842743.442903,2946735.842741,COMPRA E VENDA,2022
377778,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,158,TERRITORIAL,96.581518,843.92405,101980.080506,106157.169177,COMPRA E VENDA,2022
377779,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,68.75,1098,491523105,548139.53,COMPRA E VENDA,2023
377780,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,337,80597.98,80597.98,COMPRA E VENDA,2023
377781,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,100,1132.5,309946.02,309946.02,COMPRA E VENDA,2023
377782,95,Praia da Bandeira         ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,1023,326144.01,326144.01,COMPRA E VENDA,2023
377783,93,Cacuia                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,313,61879.99,61879.99,COMPRA E VENDA,2023
377784,77,Colégio                   ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,100,390.5,101562.38,101562.38,COMPRA E VENDA,2023
377785,74,Vila da Penha             ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,233,131341.84,131341.84,COMPRA E VENDA,2023
377786,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,6,TERRITORIAL,100,233.166666,55149.228333,55149.228333,COMPRA E VENDA,2023
377787,84,Vaz Lobo                  ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,511,425568.01,425568.01,COMPRA E VENDA,2023
377788,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,21,TERRITORIAL,96,7869.857142,427858.09619,604749.80619,COMPRA E VENDA,2023
377789,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,25,TERRITORIAL,100,1481.48,55356972,55356972,COMPRA E VENDA,2023
377790,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,6,TERRITORIAL,100,2420.5,40400185,40400185,COMPRA E VENDA,2023
377791,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,7,TERRITORIAL,35.351428,284,787420.581428,1234691.06,COMPRA E VENDA,2023
377792,9,Estácio                   ,1,1.1,Centro,3,RIO COMPRIDO            ,1,TERRITORIAL,100,268,134399.99,134399.99,COMPRA E VENDA,2023
377793,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,50,TERRITORIAL,71.5754,5723.9,820704.1776,1507853.9912,COMPRA E VENDA,2023
377794,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,5,TERRITORIAL,100,352.4,140966234,140966234,COMPRA E VENDA,2023
377795,129,Camorim                   ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,42.938571,12114.571428,1976979.875714,4107033.177142,COMPRA E VENDA,2023
377796,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,75,964.5,2782499985,3482499.98,COMPRA E VENDA,2023
377797,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,2534,3999999.98,3999999.98,COMPRA E VENDA,2023
377798,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,263,TERRITORIAL,82.792205,3542.680608,1267671.413117,30617734.606628,COMPRA E VENDA,2023
377799,13,Paquetá                   ,1,1.1,Centro,21,PAQUETA                 ,2,TERRITORIAL,100,684,257709375,257709375,COMPRA E VENDA,2024
377800,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,395,231574.02,231574.02,COMPRA E VENDA,2024
377801,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,2,TERRITORIAL,100,292.5,48133.83,48133.83,COMPRA E VENDA,2024
